geo_point_2d;geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;insee_com;nom_com;date_modif;notes
48.85933949905184,2.4366101999999996;"{""coordinates"": [2.4366102, 48.85933949905184], ""type"": ""Point""}";n7652085328;NON;4;;public;NON;NON;arceaux;93048;Montreuil;2021-04-01T02:00:00+02:00;
48.82920979905164,2.2363142;"{""coordinates"": [2.2363142, 48.82920979905164], ""type"": ""Point""}";n974136737;NON;0;;public;NON;NON;inconnu;92012;Boulogne-Billancourt;2010-11-01T01:00:00+01:00;
48.84474629905174,2.4378277999999995;"{""coordinates"": [2.4378278, 48.84474629905174], ""type"": ""Point""}";n7511826861;NON;22;;public;NON;NON;arceaux;94080;Vincennes;2022-12-01T01:00:00+01:00;
48.81628769905155,2.268570799999999;"{""coordinates"": [2.2685708, 48.81628769905155], ""type"": ""Point""}";n8859374724;NON;6;;public;NON;NON;arceaux;92040;Issy-les-Moulineaux;2021-06-01T02:00:00+02:00;
48.83798719905172,2.2841143999999987;"{""coordinates"": [2.2841144, 48.83798719905172], ""type"": ""Point""}";n7578087868;NON;12;;public;NON;NON;arceaux;75115;15e Arrondissement;2020-06-01T02:00:00+02:00;
48.92322009905228,2.2515911;"{""coordinates"": [2.2515911, 48.92322009905228], ""type"": ""Point""}";n5885539070;NON;0;;public;NON;NON;arceaux;92025;Colombes;2018-09-01T02:00:00+02:00;
48.842664199051725,2.2799121;"{""coordinates"": [2.2799121, 48.842664199051725], ""type"": ""Point""}";n7591423825;NON;2;;public;NON;NON;arceaux;75115;15e Arrondissement;2022-06-01T02:00:00+02:00;
48.89734099905209,2.386623;"{""coordinates"": [2.386623, 48.89734099905209], ""type"": ""Point""}";n3211540628;NON;36;;public;NON;NON;arceaux;75119;19e Arrondissement;2015-02-01T01:00:00+01:00;
48.90314712917316,2.811073105545634;"{""coordinates"": [2.811073105545634, 48.90314712917316], ""type"": ""Point""}";w269879866;OUI;20;;public;NON;NON;inconnu;77171;Esbly;2022-11-01T01:00:00+01:00;
48.81723789961661,2.3314913082916036;"{""coordinates"": [2.331491308291604, 48.81723789961661], ""type"": ""Point""}";w772264254;NON;2;;public;NON;NON;arceaux;92049;Montrouge;2022-10-01T02:00:00+02:00;
48.892466799052045,2.2322699999999998;"{""coordinates"": [2.23227, 48.892466799052045], ""type"": ""Point""}";n4053623665;NON;24;;public;NON;NON;arceaux;92062;Puteaux;2021-05-01T02:00:00+02:00;
48.838219599051705,2.3171063999999997;"{""coordinates"": [2.3171064, 48.838219599051705], ""type"": ""Point""}";n5551438296;NON;16;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-04-01T02:00:00+02:00;
48.892995299052075,2.3381300999999994;"{""coordinates"": [2.3381301, 48.892995299052075], ""type"": ""Point""}";n2665730602;NON;8;;public;NON;NON;arceaux;75118;18e Arrondissement;2021-07-01T02:00:00+02:00;
48.83423739905167,2.4723368999999997;"{""coordinates"": [2.4723369, 48.83423739905167], ""type"": ""Point""}";n10771364155;NON;6;;public;NON;NON;autres;94052;Nogent-sur-Marne;2023-03-01T01:00:00+01:00;
48.83661289905167,2.3508582999999996;"{""coordinates"": [2.3508583, 48.83661289905167], ""type"": ""Point""}";n2415333469;NON;4;;public;NON;NON;arceaux;75113;13e Arrondissement;2022-07-01T02:00:00+02:00;
48.77398159905127,2.3133632000000004;"{""coordinates"": [2.3133632, 48.77398159905127], ""type"": ""Point""}";n3830477062;NON;3;;public;NON;NON;arceaux;92014;Bourg-la-Reine;2015-11-01T01:00:00+01:00;
48.88192499905201,2.2851093;"{""coordinates"": [2.2851093, 48.88192499905201], ""type"": ""Point""}";n7614492855;NON;2;;public;NON;NON;arceaux;75117;17e Arrondissement;2020-06-01T02:00:00+02:00;
48.84931669905178,2.3457123;"{""coordinates"": [2.3457123, 48.84931669905178], ""type"": ""Point""}";n10271264544;NON;5;;public;NON;NON;autres;75105;5e Arrondissement;2022-12-01T01:00:00+01:00;
48.705074699050805,2.1913257;"{""coordinates"": [2.1913257, 48.705074699050805], ""type"": ""Point""}";n1341778737;OUI;12;;public;NON;NON;arceaux;91471;Orsay;2022-01-01T01:00:00+01:00;
48.83240909905165,2.3748934999999998;"{""coordinates"": [2.3748935, 48.83240909905165], ""type"": ""Point""}";n5691509723;NON;2;;public;NON;NON;arceaux;75113;13e Arrondissement;2018-06-01T02:00:00+02:00;
48.702743999050796,2.1352758000000005;"{""coordinates"": [2.1352758, 48.702743999050796], ""type"": ""Point""}";n9457996619;NON;4;;public;NON;NON;arceaux;91272;Gif-sur-Yvette;2023-03-01T01:00:00+01:00;
48.74754299905109,2.2702769000000003;"{""coordinates"": [2.2702769, 48.74754299905109], ""type"": ""Point""}";n6629339947;NON;4;;public;NON;NON;arceaux;91645;Verrières-le-Buisson;2019-07-01T02:00:00+02:00;
48.806515399051484,2.4733621000000006;"{""coordinates"": [2.4733621, 48.806515399051484], ""type"": ""Point""}";n9469332808;NON;8;;public;NON;NON;arceaux;94068;Saint-Maur-des-Fossés;2022-02-01T01:00:00+01:00;
48.862996999051866,2.3869373999999994;"{""coordinates"": [2.3869374, 48.862996999051866], ""type"": ""Point""}";n10674441695;NON;10;;public;NON;NON;arceaux;75111;11e Arrondissement;2023-03-01T01:00:00+01:00;
48.87913879905197,2.2945826999999985;"{""coordinates"": [2.2945827, 48.87913879905197], ""type"": ""Point""}";n7614537576;NON;4;;public;NON;NON;arceaux;75117;17e Arrondissement;2020-06-01T02:00:00+02:00;
48.86280259905187,2.1927138999999998;"{""coordinates"": [2.1927139, 48.86280259905187], ""type"": ""Point""}";n10690430812;NON;4;;public;NON;NON;inconnu;92063;Rueil-Malmaison;2023-03-01T01:00:00+01:00;
48.93268939905233,2.3010603999999995;"{""coordinates"": [2.3010604, 48.93268939905233], ""type"": ""Point""}";n7617790482;NON;12;;public;NON;NON;arceaux;92036;Gennevilliers;2020-08-01T02:00:00+02:00;
48.84250829905171,2.397104;"{""coordinates"": [2.397104, 48.84250829905171], ""type"": ""Point""}";n2267747923;NON;10;;public;NON;NON;arceaux;75112;12e Arrondissement;2022-10-01T02:00:00+02:00;
48.85260579905181,2.368151899999999;"{""coordinates"": [2.3681519, 48.85260579905181], ""type"": ""Point""}";n4212060494;NON;70;;public;NON;NON;arceaux;75104;4e Arrondissement;2016-06-01T02:00:00+02:00;
48.72578539905094,2.1477678000000004;"{""coordinates"": [2.1477678, 48.72578539905094], ""type"": ""Point""}";n5914220312;NON;5;;privee;NON;NON;ratelier;91534;Saclay;2018-09-01T02:00:00+02:00;
48.78507649905135,2.3883389999999998;"{""coordinates"": [2.388339, 48.78507649905135], ""type"": ""Point""}";n8210176475;NON;3;;public;NON;NON;autres;94081;Vitry-sur-Seine;2021-03-01T01:00:00+01:00;
48.82112339905158,2.3346182999999994;"{""coordinates"": [2.3346183, 48.82112339905158], ""type"": ""Point""}";n5628642401;NON;4;;public;NON;NON;arceaux;75114;14e Arrondissement;2022-06-01T02:00:00+02:00;
48.861295299051854,2.4106487999999997;"{""coordinates"": [2.4106488, 48.861295299051854], ""type"": ""Point""}";n9290817823;NON;16;;clientele;NON;NON;arceaux;75120;20e Arrondissement;2022-02-01T01:00:00+01:00;
48.73131929905098,2.2730127999999996;"{""coordinates"": [2.2730128, 48.73131929905098], ""type"": ""Point""}";n2326443087;NON;10;Accroch' Vélo;public;NON;NON;arceaux;91377;Massy;2022-10-01T02:00:00+02:00;
48.802934799051464,2.604478999999999;"{""coordinates"": [2.604479, 48.802934799051464], ""type"": ""Point""}";n8670945556;NON;6;;public;NON;NON;inconnu;77373;Pontault-Combault;2023-03-01T01:00:00+01:00;
48.89374479905207,2.4090180999999995;"{""coordinates"": [2.4090181, 48.89374479905207], ""type"": ""Point""}";n9353164751;NON;0;;public;NON;NON;arceaux;93055;Pantin;2021-12-01T01:00:00+01:00;
48.866506899051885,2.3681233999999995;"{""coordinates"": [2.3681234, 48.866506899051885], ""type"": ""Point""}";n3526085550;NON;10;;public;NON;NON;arceaux;75111;11e Arrondissement;2023-02-01T01:00:00+01:00;
48.895420899052084,2.3497540999999997;"{""coordinates"": [2.3497541, 48.895420899052084], ""type"": ""Point""}";n8701771370;NON;5;;public;NON;NON;autres;75118;18e Arrondissement;2021-05-01T02:00:00+02:00;
48.89039119905205,2.3482623999999994;"{""coordinates"": [2.3482624, 48.89039119905205], ""type"": ""Point""}";n7044021034;NON;8;;public;NON;NON;arceaux;75118;18e Arrondissement;2021-09-01T02:00:00+02:00;
48.81643589905155,2.2946287;"{""coordinates"": [2.2946287, 48.81643589905155], ""type"": ""Point""}";n8855050480;NON;4;;public;NON;NON;arceaux;92046;Malakoff;2021-06-01T02:00:00+02:00;
48.84724279905175,2.3325402;"{""coordinates"": [2.3325402, 48.84724279905175], ""type"": ""Point""}";n10043293411;NON;20;;public;NON;NON;arceaux;75106;6e Arrondissement;2022-11-01T01:00:00+01:00;
48.874816299051936,2.367337499999999;"{""coordinates"": [2.3673375, 48.874816299051936], ""type"": ""Point""}";n10212147827;OUI;24;;public;NON;NON;ratelier;75110;10e Arrondissement;2022-11-01T01:00:00+01:00;
48.88265909905199,2.3243495999999992;"{""coordinates"": [2.3243496, 48.88265909905199], ""type"": ""Point""}";n9991390164;NON;14;;public;NON;NON;arceaux;75108;8e Arrondissement;2023-02-01T01:00:00+01:00;
48.42764372599401,2.1452810686304895;"{""coordinates"": [2.14528106863049, 48.42764372599401], ""type"": ""Point""}";w246280463;OUI;10;;public;NON;NON;arceaux;91223;Étampes;2018-10-01T02:00:00+02:00;
48.88164789905199,2.3810994999999995;"{""coordinates"": [2.3810995, 48.88164789905199], ""type"": ""Point""}";n9025484212;NON;0;;public;NON;NON;autres;75119;19e Arrondissement;2022-02-01T01:00:00+01:00;
48.64188329905041,2.0874763;"{""coordinates"": [2.0874763, 48.64188329905041], ""type"": ""Point""}";n7941285536;NON;20;;public;NON;NON;inconnu;91338;Limours;2022-12-01T01:00:00+01:00;
48.895265099052075,2.3155201;"{""coordinates"": [2.3155201, 48.895265099052075], ""type"": ""Point""}";n10693360581;NON;8;;public;NON;NON;arceaux;75117;17e Arrondissement;2023-02-01T01:00:00+01:00;
48.79015499905138,2.453193499999999;"{""coordinates"": [2.4531935, 48.79015499905138], ""type"": ""Point""}";n6873226308;NON;8;;public;NON;NON;arceaux;94028;Créteil;2019-10-01T02:00:00+02:00;
48.88218299905199,2.708276750000001;"{""coordinates"": [2.70827675, 48.88218299905199], ""type"": ""Point""}";w1081203990;OUI;8;;public;NON;NON;arceaux;77464;Thorigny-sur-Marne;2022-07-01T02:00:00+02:00;
48.82115509905157,2.267532799999999;"{""coordinates"": [2.2675328, 48.82115509905157], ""type"": ""Point""}";n8859480867;NON;4;;public;NON;NON;arceaux;92040;Issy-les-Moulineaux;2021-06-01T02:00:00+02:00;
48.88484369905203,2.3192004999999996;"{""coordinates"": [2.3192005, 48.88484369905203], ""type"": ""Point""}";n2969414048;NON;16;;public;NON;NON;arceaux;75117;17e Arrondissement;2018-05-01T02:00:00+02:00;
48.83441879905167,2.2997567;"{""coordinates"": [2.2997567, 48.83441879905167], ""type"": ""Point""}";n7578076966;NON;2;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-07-01T02:00:00+02:00;
48.86880869905188,2.376148199999999;"{""coordinates"": [2.3761482, 48.86880869905188], ""type"": ""Point""}";n5630763893;NON;6;;public;NON;NON;arceaux;75111;11e Arrondissement;2020-12-01T01:00:00+01:00;
48.8558460990518,2.4121095999999995;"{""coordinates"": [2.4121096, 48.8558460990518], ""type"": ""Point""}";n7637510702;NON;6;;public;NON;NON;arceaux;75120;20e Arrondissement;2020-06-01T02:00:00+02:00;
48.85004579905177,2.3791906;"{""coordinates"": [2.3791906, 48.85004579905177], ""type"": ""Point""}";n2190097084;NON;22;;public;NON;NON;arceaux;75112;12e Arrondissement;2019-07-01T02:00:00+02:00;
48.84149609905172,2.2390862999999994;"{""coordinates"": [2.2390863, 48.84149609905172], ""type"": ""Point""}";n10596526705;NON;16;;public;NON;NON;arceaux;92012;Boulogne-Billancourt;2023-03-01T01:00:00+01:00;
48.85169219905179,2.3994928;"{""coordinates"": [2.3994928, 48.85169219905179], ""type"": ""Point""}";n7637510690;NON;10;;public;NON;NON;arceaux;75120;20e Arrondissement;2023-02-01T01:00:00+01:00;
48.71017639165741,2.3254163916546235;"{""coordinates"": [2.325416391654624, 48.71017639165741], ""type"": ""Point""}";w92271331;OUI;0;;clientele;NON;NON;inconnu;91432;Morangis;2023-03-01T01:00:00+01:00;
48.85984859905184,2.3764908;"{""coordinates"": [2.3764908, 48.85984859905184], ""type"": ""Point""}";n9968278417;NON;0;;public;NON;NON;inconnu;75111;11e Arrondissement;2023-02-01T01:00:00+01:00;
48.854806499051826,2.3146289;"{""coordinates"": [2.3146289, 48.854806499051826], ""type"": ""Point""}";n7599478947;NON;6;;public;NON;NON;arceaux;75107;7e Arrondissement;2020-06-01T02:00:00+02:00;
48.7787765990513,2.2906346999999982;"{""coordinates"": [2.2906347, 48.7787765990513], ""type"": ""Point""}";n10678919668;NON;4;;public;NON;NON;arceaux;92071;Sceaux;2023-02-01T01:00:00+01:00;
48.84325599905172,2.231133999999999;"{""coordinates"": [2.231134, 48.84325599905172], ""type"": ""Point""}";n1324794743;NON;0;;public;NON;NON;inconnu;92012;Boulogne-Billancourt;2011-06-01T02:00:00+02:00;
48.539536399049744,2.623588299999999;"{""coordinates"": [2.6235883, 48.539536399049744], ""type"": ""Point""}";n9235261156;OUI;6;;public;NON;NON;casier;77285;Le Mée-sur-Seine;2021-11-01T01:00:00+01:00;
48.79899289905143,2.3816265;"{""coordinates"": [2.3816265, 48.79899289905143], ""type"": ""Point""}";n8685614217;NON;10;;public;NON;NON;arceaux;94081;Vitry-sur-Seine;2021-04-01T02:00:00+02:00;
48.5182908990496,2.2619980999999996;"{""coordinates"": [2.2619981, 48.5182908990496], ""type"": ""Point""}";n7995196018;NON;6;;public;NON;NON;inconnu;91330;Lardy;2020-10-01T02:00:00+02:00;
48.88391939905201,2.331848599999999;"{""coordinates"": [2.3318486, 48.88391939905201], ""type"": ""Point""}";n5625185252;NON;2;;public;NON;NON;arceaux;75109;9e Arrondissement;2020-11-01T01:00:00+01:00;
48.83386279905168,2.2478260999999993;"{""coordinates"": [2.2478261, 48.83386279905168], ""type"": ""Point""}";n10596393190;NON;6;;public;OUI;NON;inconnu;92012;Boulogne-Billancourt;2023-01-01T01:00:00+01:00;
48.98810769905272,2.2072455999999994;"{""coordinates"": [2.2072456, 48.98810769905272], ""type"": ""Point""}";n9053517180;OUI;16;;public;NON;NON;arceaux;95252;Franconville;2021-09-01T02:00:00+02:00;
48.81739519905156,2.3259349999999994;"{""coordinates"": [2.325935, 48.81739519905156], ""type"": ""Point""}";n7545296118;NON;18;;public;NON;NON;arceaux;92049;Montrouge;2022-07-01T02:00:00+02:00;
48.88068709905199,2.351169399999999;"{""coordinates"": [2.3511694, 48.88068709905199], ""type"": ""Point""}";n10259516135;NON;4;;public;NON;NON;arceaux;75110;10e Arrondissement;2022-12-01T01:00:00+01:00;
49.036149999053045,2.0766172;"{""coordinates"": [2.0766172, 49.036149999053045], ""type"": ""Point""}";n10230356860;NON;6;;public;NON;NON;arceaux;95127;Cergy;2022-12-01T01:00:00+01:00;
48.88815719905204,2.2983853999999995;"{""coordinates"": [2.2983854, 48.88815719905204], ""type"": ""Point""}";n7614492842;NON;2;;public;NON;NON;arceaux;75117;17e Arrondissement;2020-06-01T02:00:00+02:00;
48.564385999049904,2.542373649999998;"{""coordinates"": [2.54237365, 48.564385999049904], ""type"": ""Point""}";w113149469;OUI;10;;public;NON;NON;casier;77407;Saint-Fargeau-Ponthierry;2021-10-01T02:00:00+02:00;
48.823702599051586,2.2890785999999994;"{""coordinates"": [2.2890786, 48.823702599051586], ""type"": ""Point""}";n5503873194;NON;2;;public;NON;NON;arceaux;92075;Vanves;2018-03-01T01:00:00+01:00;
48.890139599052056,2.3331342999999993;"{""coordinates"": [2.3331343, 48.890139599052056], ""type"": ""Point""}";n4718306363;NON;8;;public;NON;NON;inconnu;75118;18e Arrondissement;2022-08-01T02:00:00+02:00;
48.77883829905129,2.0415443000000004;"{""coordinates"": [2.0415443, 48.77883829905129], ""type"": ""Point""}";n5664199496;NON;4;;public;NON;NON;arceaux;78423;Montigny-le-Bretonneux;2022-09-01T02:00:00+02:00;
48.916875999052216,2.482804999999999;"{""coordinates"": [2.482805, 48.916875999052216], ""type"": ""Point""}";n9306740040;NON;2;;public;NON;NON;inconnu;93010;Bondy;2022-03-01T01:00:00+01:00;
48.88596169905203,2.328547199999999;"{""coordinates"": [2.3285472, 48.88596169905203], ""type"": ""Point""}";n816848285;NON;8;;public;NON;NON;arceaux;75118;18e Arrondissement;2022-11-01T01:00:00+01:00;
48.896056699052096,2.4029923999999996;"{""coordinates"": [2.4029924, 48.896056699052096], ""type"": ""Point""}";n9239133379;NON;8;;public;NON;NON;arceaux;93055;Pantin;2021-11-01T01:00:00+01:00;
48.860960299051854,2.271317;"{""coordinates"": [2.271317, 48.860960299051854], ""type"": ""Point""}";n8458641836;NON;12;;public;NON;NON;arceaux;75116;16e Arrondissement;2021-02-01T01:00:00+01:00;
48.875010699051934,2.3740802000000003;"{""coordinates"": [2.3740802, 48.875010699051934], ""type"": ""Point""}";n8339923762;NON;0;;privee;NON;NON;inconnu;75119;19e Arrondissement;2021-01-01T01:00:00+01:00;
48.61413219905021,2.505667399999999;"{""coordinates"": [2.5056674, 48.61413219905021], ""type"": ""Point""}";n9927129553;NON;8;;public;NON;NON;inconnu;91573;Saint-Pierre-du-Perray;2022-08-01T02:00:00+02:00;
48.61784439905023,2.541751099999999;"{""coordinates"": [2.5417511, 48.61784439905023], ""type"": ""Point""}";n5354251571;NON;24;;public;NON;NON;arceaux;77251;Lieusaint;2021-11-01T01:00:00+01:00;
48.879577999051975,2.3623878;"{""coordinates"": [2.3623878, 48.879577999051975], ""type"": ""Point""}";n4333771635;NON;14;;public;NON;NON;arceaux;75110;10e Arrondissement;2023-04-01T02:00:00+02:00;
48.87913829905197,2.3744206;"{""coordinates"": [2.3744206, 48.87913829905197], ""type"": ""Point""}";n5627504646;NON;4;;public;NON;NON;arceaux;75119;19e Arrondissement;2020-12-01T01:00:00+01:00;
48.884324699052,2.3397126000000004;"{""coordinates"": [2.3397126, 48.884324699052], ""type"": ""Point""}";n10804436742;NON;0;;public;NON;NON;arceaux;75118;18e Arrondissement;2023-04-01T02:00:00+02:00;
48.84295189905173,2.4023854000000004;"{""coordinates"": [2.4023854, 48.84295189905173], ""type"": ""Point""}";n4243524690;NON;12;;public;NON;NON;arceaux;75112;12e Arrondissement;2022-05-01T02:00:00+02:00;
48.84183399905174,2.2665608;"{""coordinates"": [2.2665608, 48.84183399905174], ""type"": ""Point""}";n7604956877;NON;10;;public;NON;NON;arceaux;75116;16e Arrondissement;2021-09-01T02:00:00+02:00;
48.69428379905075,2.1111535999999997;"{""coordinates"": [2.1111536, 48.69428379905075], ""type"": ""Point""}";n8931097750;NON;6;;public;NON;NON;ratelier;91272;Gif-sur-Yvette;2021-07-01T02:00:00+02:00;
48.84836389905177,2.3258474999999996;"{""coordinates"": [2.3258475, 48.84836389905177], ""type"": ""Point""}";n4125591190;NON;10;;public;NON;NON;arceaux;75106;6e Arrondissement;2020-05-01T02:00:00+02:00;
48.83516589905169,2.4069054;"{""coordinates"": [2.4069054, 48.83516589905169], ""type"": ""Point""}";n2922594881;NON;8;;public;NON;NON;arceaux;75112;12e Arrondissement;2015-02-01T01:00:00+01:00;
48.84196309905173,2.230951599999999;"{""coordinates"": [2.2309516, 48.84196309905173], ""type"": ""Point""}";n10596865513;NON;8;;public;OUI;NON;inconnu;92012;Boulogne-Billancourt;2023-01-01T01:00:00+01:00;
48.83909949905171,2.2645219999999995;"{""coordinates"": [2.264522, 48.83909949905171], ""type"": ""Point""}";n8458575890;NON;10;;public;NON;NON;arceaux;75116;16e Arrondissement;2021-02-01T01:00:00+01:00;
48.85515269905181,2.401392899999999;"{""coordinates"": [2.4013929, 48.85515269905181], ""type"": ""Point""}";n10200622231;NON;8;;public;NON;NON;arceaux;75120;20e Arrondissement;2022-11-01T01:00:00+01:00;
48.80487019905147,1.889300800000001;"{""coordinates"": [1.8893008, 48.80487019905147], ""type"": ""Point""}";n7813978589;OUI;48;;privee;NON;NON;batiment;78321;Jouars-Pontchartrain;2020-08-01T02:00:00+02:00;
48.849910499051774,2.3028489;"{""coordinates"": [2.3028489, 48.849910499051774], ""type"": ""Point""}";n7599478981;NON;2;;public;NON;NON;inconnu;75115;15e Arrondissement;2021-07-01T02:00:00+02:00;
48.90443419905213,2.5556884999999996;"{""coordinates"": [2.5556885, 48.90443419905213], ""type"": ""Point""}";n10001388019;NON;12;;public;NON;NON;arceaux;93014;Clichy-sous-Bois;2022-09-01T02:00:00+02:00;
